country_name,city_name,news_index_1,news_index_2,news_index_3
Paraguay,Caazapa Caazapa,0,0,72
Paraguay,Caaguazu General Higinio Morinigo,0,0,312
Paraguay,Caazapa Yuty,0,0,501
Paraguay,Itapua La Encarnacion,0,0,327
Paraguay,Itapua Cambyreta,0,0,46
Paraguay,Itapua Carlos Antonio Lopez,0,0,387
Paraguay,Itapua Fram,0,0,101
Paraguay,Itapua Hohenau,0,0,199
Paraguay,Itapua San Pedro del Parana,0,0,341
Paraguay,Itapua Edelira,0,0,108
Paraguay,Itapua Yatytay,0,0,195
Paraguay,Itapua San Juan Del Parana,0,0,317
Paraguay,Misiones San Ignacio,0,0,0
Paraguay,Misiones Santa Rosa,0,0,345
Paraguay,Paraguari Acahay,0,0,192
Paraguay,Paraguari Escobar,0,0,325
Paraguay,Paraguari Quyquyho,0,0,103
Paraguay,Paraguari San Roque Gonzalez de Santa Cruz,0,0,202
Paraguay,Paraguari Ybycui,0,0,398
Paraguay,Alto Parana Ciudad Del Este,0,1,198
Paraguay,Alto Parana Presidente Franco,0,0,436
Paraguay,Alto Parana Hernandarias,0,0,496
Paraguay,Alto Parana Nacunday,0,0,386
Paraguay,Alto Parana Minga Guazu,0,0,136
Paraguay,Alto Parana Santa Rosa Del Monday,0,0,304
Paraguay,Central Aregua,0,0,366
Paraguay,Central Capiata,0,0,334
Paraguay,Central Fernando de la Mora,2,0,172
Paraguay,Central Guarambare,0,0,144
Paraguay,Central Ita,0,0,315
Paraguay,Central Itaugua,0,0,38
Paraguay,Central Lambare,0,1,401
Paraguay,Central Limpio,0,0,48
Paraguay,Central Luque,0,0,484
Paraguay,Central Mariano Roque Alonso,0,0,316
Paraguay,Central Nemby,0,0,482
Paraguay,Central San Lorenzo,0,0,497
Paraguay,Central Villa Elisa,0,0,472
Paraguay,Central Villeta,0,0,307
Paraguay,Central Ypane,0,0,337
Paraguay,Neembucu Pilar,0,0,314
Paraguay,Neembucu Cerrito,0,0,35
Paraguay,Amambay Pedro Juan Caballero,0,7,438
Paraguay,Canindeyu Corpus Christi,0,0,59
Paraguay,Canindeyu Villa Curuguat,0,0,352
Paraguay,Canindeyu Ypejhu,0,0,431
Paraguay,Canindeyu Nueva Esperanza,0,0,129
Paraguay,Presidente Hayes Villa Hayes,0,2,101
Paraguay,Boqueron Mariscal Jose Felix Estigarribia,0,0,44
Peru,Amazonas La Peca,0,0,5
Peru,Ancash Chimbote,0,0,262
Peru,Ancash Huaraz,0,0,309
Peru,Ancash Caceres del Peru,0,0,367
Peru,Ancash Quillo,0,0,309
Peru,Apurimac Curahuasi,0,0,321
Peru,Arequipa Arequipa,0,19,0
Peru,Ayacucho Ayacucho,0,31,296
Peru,Junin Rio Tambo,0,0,479
Peru,Ayacucho Vinchos,0,0,0
Peru,Cajamarca Cachachi,0,0,468
Peru,Cajamarca Cajamarca,0,1,254
Peru,Cajamarca Querocotillo,0,0,272
Peru,Cajamarca Encanada,0,0,371
Peru,Cajamarca Huarango,0,0,194
Peru,Cusco Cusco,0,53,121
Peru,Cusco Lares,0,0,355
Peru,Gran Lima,0,1,471
Peru,Huancavelica Acoria,0,0,231
Peru,Huanuco Chinchao,0,0,42
Peru,Huanuco Huanuco,0,1,434
Peru,Ica Chincha,0,0,341
Peru,Ica Nazca,0,0,359
Peru,Ica Yauca Del Rosario,0,0,341
Peru,Junin Huancayo,0,0,0
Peru,Junin Ingenio,0,0,232
Peru,Junin La Oroya,0,3,118
Peru,Junin San Ramon,0,0,367
Peru,La Libertad Laredo,0,0,243
Peru,La Libertad Trujillo,0,3,49
Peru,La Libertad Usquil,0,0,285
Peru,Lambayeque Chiclayo,0,0,406
Peru,Lambayeque Ferrenafe,0,0,63
Peru,Lambayeque Tucume,0,0,183
Peru,Lima Huaral,0,1,439
Peru,Loreto Fernando Lores,0,0,0
Peru,Loreto Jenaro Herrera,0,0,105
Peru,Loreto Iquitos,0,9,295
Peru,Piura Frias,0,0,199
Peru,Piura La Arena,0,0,381
Peru,Piura Piura,0,1,308
Peru,Piura Santo Domingo,0,0,499
Peru,Piura Talara,0,0,303
Peru,Puno Orurillo,0,0,217
Peru,Puno Huancane,0,0,405
Peru,Puno Juliaca,0,10,183
Peru,Puno Pomata,0,0,335
Peru,Puno Puno,0,27,171
Peru,San Martin Rioja,0,0,135
Peru,San Martin Tingo de Ponasa,0,0,325
Peru,San Martin Tarapoto,0,4,158
Peru,Tacna Tacna,0,7,395
Uruguay,Montevideo,0,33,441
Uruguay,Montevideo Montevideo Rural,0,10,486
Uruguay,Artigas Artigas,0,0,143
Uruguay,Canelones Las Piedras,0,0,391
Uruguay,Canelones Canelones,0,3,499
Uruguay,Canelones Pando,0,0,477
Uruguay,Canelones Progreso,0,0,501
Uruguay,Canelones Barros Blancos,0,0,441
Uruguay,Canelones Joaquin Suarez,0,0,495
Uruguay,Canelones Fraccionamiento Camino del Andaluz y Ruta 84,0,0,204
Uruguay,Canelones Atlantida,0,0,189
Uruguay,Canelones Empalme Olmos,0,0,371
Uruguay,Canelones Montes,0,0,264
Uruguay,Canelones Parque Carrasco,0,0,278
Uruguay,Canelones Villa Aeroparque,0,0,202
Uruguay,Canelones Lagomar,0,0,208
Uruguay,Canelones Canelones rural,0,1,393
Uruguay,Canelones Lomas de Solymar,0,0,35
Uruguay,Cerro Largo Melo,0,0,395
Uruguay,Cerro Largo Fraile Muerto,0,0,44
Uruguay,Cerro Largo Rio Branco,0,0,159
Uruguay,Cerro Largo Tres Islas,0,0,208
Uruguay,Colonia Colonia del Sacramento,0,0,215
Uruguay,Colonia Carmelo,0,0,152
Uruguay,Colonia Rosario,0,1,192
Uruguay,Colonia Nueva Palmira,0,0,15
Uruguay,Durazno Durazno,0,0,83
Uruguay,Flores Trinidad,0,0,88
Uruguay,Flores Flores rural,0,1,456
Uruguay,Florida Florida,0,13,327
Uruguay,Florida La Cruz,0,0,281
Uruguay,Lavalleja Minas,0,0,332
Uruguay,Maldonado Maldonado,0,0,447
Uruguay,Maldonado San Carlos,0,0,415
Uruguay,Maldonado Aigua,0,0,323
Uruguay,Maldonado Pan de Azucar,0,0,39
Uruguay,Maldonado Cerro Pelado,0,0,218
Uruguay,Rocha Aguas Dulces La Perla y Los Corchos,0,0,486
Uruguay,Paysandu Paysandu,0,1,145
Uruguay,Rio Negro Rio Negro rural,0,0,217
Uruguay,Rivera Rivera,0,0,21
Uruguay,Rivera Tranqueras,0,0,174
Uruguay,Rocha La Pedrera,0,0,485
Uruguay,Rocha Rocha,0,0,171
Uruguay,Rocha Chuy,0,0,85
Uruguay,Rocha Aguas Dulces,0,0,67
Uruguay,Salto Salto,0,2,312
Uruguay,San Jose San Jose de Mayo,0,0,138
Uruguay,San Jose Libertad,0,0,395
Uruguay,San Jose Delta del Tigre y Villas,0,0,413
Uruguay,San Jose San Jose Rural,0,4,396
Uruguay,Soriano Mercedes,0,0,413
Uruguay,Soriano Canada Nieto,0,0,254
Uruguay,Tacuarembo Tacuarembo,0,0,282
Uruguay,Tacuarembo Paso de los Toros,0,0,206
Uruguay,Tacuarembo San Gregorio de Polanco,0,0,194
Uruguay,Treinta y Tres Treinta y Tres,0,0,444
Venezuela,Distrito Capital Libertador de Caracas,0,1,398
Venezuela,Estado Amazonas,0,0,469
Venezuela,Anzoategui Anzoategui,0,8,374
Venezuela,Apure Apure,0,16,248
Venezuela,Aragua,0,123,431
Venezuela,Barinas Barinas,0,10,377
Venezuela,Bolivar Bolivar,0,90,453
Venezuela,Carabobo Carabobo,0,36,363
Venezuela,Cojedes,0,2,18
Venezuela,Delta Amacuro,0,7,19
Venezuela,Falcon Falcon,0,15,492
Venezuela,Guarico Guarico,0,11,435
Venezuela,Lara Lara,0,11,278
Venezuela,Merida Merida,0,9,44
Venezuela,Miranda Miranda,0,18,192
Venezuela,Monagas Monagas,0,5,332
Venezuela,Nueva Esparta Nueva Esparta,0,11,46
Venezuela,Portuguesa Portuguesa,0,11,463
Venezuela,Sucre Sucre,0,7,276
Venezuela,Tachira Tachira,0,17,357
Venezuela,Trujillo Trujillo,0,13,436
Venezuela,Vargas Vargas,0,35,347
Venezuela,Yaracuy Yaracuy,0,11,406
Venezuela,Zulia Zulia,0,31,226
